ORDER_ID,RECOMMENDATION_1,RECOMMENDATION_2,RECOMMENDATION_3
4326009809,Ranch Dip - Regular,10 pc Grilled Wings Combo,6 pc Strips Meal for 2
2574201124,Ranch Dip - Regular,10 pc Grilled Wings Combo,Fried Corn - Regular
5839346714,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings
9405233990,Regular Buffalo Fries,20pc Spicy Feast Deal,Ranch Dip - Large
5047246062,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings
9741900531,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
900698321,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Grilled Wings
9602315572,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
1870956895,Ranch Dip - Regular,Large Buffalo Fries,20pc Spicy Feast Deal
4763481822,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
7181101360,Ranch Dip - Regular,8 pc Grilled Wings Combo,Large Fruit Punch
3628400623,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings
212931472,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
5607933866,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
843353553,20pc Spicy Feast Deal,Ranch Dip - Regular,2 pc Crispy Strips
8812752288,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
5847863983,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
8866492854,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
8742060403,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
3271887051,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
8517312532,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
4166370839,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
7052765248,Ranch Dip - Regular,Regular Buffalo Fries,50 pc Grilled Wings
3044013178,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
383051095,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
9112164971,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
5556328,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
5791873420,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
3656914730,Ranch Dip - Regular,8 pc Grilled Wings Combo,30 pc Mixed Wings
3518269386,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Grilled Wings
5495230392,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
4238309587,20pc Spicy Feast Deal,10 pc Grilled Wings Combo,Regular Buffalo Fries
9503954287,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
7578131243,10 pc Spicy Wings,10 pc Grilled Wings,Ranch Dip - Large
5546805557,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Spicy Wings
7303368212,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
1680125849,2 pc Crispy Strips,10 pc Grilled Wings Combo,Regular Buffalo Fries
3342117117,Ranch Dip - Regular,2 pc Crispy Strips,6 pc Grilled Wings Combo
1860011666,Ranch Dip - Regular,Flavor Platter,Fried Corn - Large
1958104576,Ranch Dip - Regular,20pc Spicy Feast Deal,Add 5 Grilled Wings
7343673588,Ranch Dip - Regular,2 pc Crispy Strips,10 pc Spicy Wings
8992642594,10 pc Spicy Wings,10 pc Grilled Wings,20pc Spicy Feast Deal
8804388400,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
4737210194,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
7925803227,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub
7880238063,Ranch Dip - Regular,2 pc Crispy Strips,8 pc Grilled Wings Combo
1317989663,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Spicy Wings
593449461,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
4518012030,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
4911277420,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
6778835137,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
3156933766,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
2326194829,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
8432644352,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
6170144901,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Mixed Wings
9060347619,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
8886736318,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
8215461140,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
6709854601,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
5156937997,Ranch Dip - Regular,8 pc Grilled Wings Combo,Fried Corn - Regular
5264953502,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
5756782936,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
6465033415,6 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
2088803697,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Grilled Wings Combo
9921131144,20pc Spicy Feast Deal,Ranch Dip - Regular,10 pc Grilled Wings Combo
8543378696,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
4386690064,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
8833118609,Ranch Dip - Regular,Large Buffalo Fries,20pc Spicy Feast Deal
728026822,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,10 pc Grilled Wings
6964422874,Regular Buffalo Fries,8 pc Grilled Wings Combo,10 pc Grilled Wings
2619394683,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
112434716,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
4226127641,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
391807446,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
9255777990,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
4104732249,Ranch Dip - Regular,2 pc Crispy Strips,20pc Spicy Feast Deal
9652773670,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
4840459795,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
4504947430,10 pc Spicy Wings,10 pc Grilled Wings,10 pc Grilled Wings Combo
7588686121,10 pc Grilled Wings Combo,Regular Buffalo Fries,2 pc Crispy Strips
4804648767,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
9635883148,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
345701565,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
2735628080,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Spicy Wings
933812866,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
8226771121,10 pc Grilled Wings,10 pc Spicy Wings,2 pc Crispy Strips
6573347725,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
1521389865,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
6565660501,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
5849629760,10 pc Grilled Wings,10 pc Spicy Wings,2 pc Crispy Strips
3231333615,Ranch Dip - Regular,6 pc Grilled Wings Combo,20pc Spicy Feast Deal
210941796,Regular Buffalo Fries,10 pc Grilled Wings,Blue Cheese Dip - Regular
989955882,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
9784043091,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
330744085,Ranch Dip - Regular,10 pc Spicy Wings,Large Buffalo Fries
9852581132,Ranch Dip - Regular,6 pc Grilled Wings Combo,2 pc Crispy Strips
9099645099,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
7066723240,Ranch Dip - Regular,2 pc Crispy Strips,Add 5 Spicy Wings
5594519086,Regular Buffalo Fries,Ranch Dip - Large,10 pc Spicy Wings
4585144849,Ranch Dip - Regular,20 pc Grilled Wings,10 pc Spicy Wings
1204068454,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
6381949545,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
5419425706,Ranch Dip - Regular,10 pc Grilled Wings,20pc Spicy Feast Deal
9459593044,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
7778977823,Ranch Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips
9684498357,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
9811510074,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
6082031819,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
8887895925,Ranch Dip - Regular,Large Buffalo Fries,100 pc Spicy Wings
6450373778,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
6419006933,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
2699835774,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
1369707677,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
1532663577,Ranch Dip - Regular,10 pc Spicy Wings,20 pc Grilled Wings
9069039966,10 pc Grilled Wings Combo,Regular Buffalo Fries,20pc Spicy Feast Deal
2242828550,10 pc Grilled Wings Combo,Regular Buffalo Fries,2 pc Crispy Strips
7987626765,20pc Spicy Feast Deal,Regular Buffalo Fries,2 pc Crispy Strips
4781334962,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
3315199250,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
8148014460,Regular Buffalo Fries,10 pc Spicy Wings,Ranch Dip - Large
4713753427,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
1975968642,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
2552588928,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings Combo
4603054513,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
938297015,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
4321092455,Regular Buffalo Fries,Ranch Dip - Large,Fried Corn - Regular
3962842818,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
867995303,10 pc Grilled Wings Combo,20pc Spicy Feast Deal,Regular Buffalo Fries
368402530,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Spicy Wings
303427061,Regular Buffalo Fries,Ranch Dip - Regular,10 pc Grilled Wings
8081100487,10 pc Grilled Wings,10 pc Spicy Wings,Ranch Dip - Large
2548451770,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
6349086403,20pc Spicy Feast Deal,Ranch Dip - Large,10 pc Grilled Wings
645444357,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Grilled Wings
6396952241,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
9575117054,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
9417949779,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
3969421881,Ranch Dip - Regular,10 pc Grilled Wings,20 pc Mixed Wings
5473578293,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Spicy Wings
4270040680,Ranch Dip - Regular,8 pc Grilled Wings Combo,Fried Corn - Regular
1728267841,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
7840836849,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
6485585475,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings
2388027509,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
6150693082,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
7272353063,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
2830756398,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
7058100246,20pc Spicy Feast Deal,Regular Buffalo Fries,Ranch Dip - Large
2947375396,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
5717084269,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
10304715,20pc Spicy Feast Deal,Ranch Dip - Regular,Large Buffalo Fries
9542471282,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings
5200412964,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
6806712765,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
5621871691,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
4969171459,Ranch Dip - Regular,6 pc Grilled Wings Combo,Fried Corn - Regular
205348647,Ranch Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips
5949595841,10 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
3134908072,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
2245282830,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
8411432964,Ranch Dip - Regular,Regular Buffalo Fries,Veggie Sticks Spicy
2212713985,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
1825900796,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
7056147825,Ranch Dip - Large,Large Buffalo Fries,20pc Spicy Feast Deal
3865155854,Regular Buffalo Fries,10 pc Spicy Wings,10 pc Grilled Wings
2809974464,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
6822048317,10 pc Grilled Wings,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
7086279196,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings
1080901131,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
1268364080,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
1080281570,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
2136740251,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings Combo
6856514956,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
2178455352,Ranch Dip - Regular,6 pc Spicy Wings Combo,2 pc Crispy Strips
2662017729,Ranch Dip - Regular,10 pc Grilled Wings Combo,Large Buffalo Fries
8746830457,Ranch Dip - Regular,10 pc Spicy Wings,20pc Spicy Feast Deal
5707522838,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
4840008190,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
7698022159,Regular Buffalo Fries,20pc Spicy Feast Deal,10 pc Grilled Wings
6036140536,Ranch Dip - Regular,10 pc Grilled Wings Combo,Regular Buffalo Fries
5379223168,Ranch Dip - Regular,20pc Spicy Feast Deal,Chicken Sub Combo
7084612458,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings
5799185747,Regular Buffalo Fries,Ranch Dip - Large,10 pc Spicy Wings
1075535733,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Mixed Wings
8615293667,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
1545723882,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
2249743423,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
8079647515,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
9894137829,Ranch Dip - Regular,Regular Buffalo Fries,50 pc Grilled Wings
975026770,2 pc Crispy Strips,8 pc Grilled Wings Combo,Regular Buffalo Fries
865567508,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
9413963808,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
4438125056,Ranch Dip - Regular,20pc Spicy Feast Deal,Add 5 Grilled Wings
7798663791,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
5523082689,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Spicy Wings
4719128119,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
3919270379,10 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
6887117000,Ranch Dip - Regular,6 pc Grilled Wings Combo,Veggie Sticks Spicy
9168479007,8 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7702240576,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
9174727995,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
4210496609,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
2084757272,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
3054122522,Ranch Dip - Regular,10 pc Grilled Wings Combo,Fried Corn - Regular
3731883966,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
3532778112,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
7000527344,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
3031946103,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
2085578287,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
1454505686,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
6882754725,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings
4183851135,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Mixed Wings
8517270013,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
5684502284,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
9517647699,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
6147345626,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
9876264347,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
537222391,Ranch Dip - Regular,10 pc Grilled Wings Combo,Large Buffalo Fries
7770307932,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
9093101396,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
7011445251,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
1728450601,Ranch Dip - Regular,6 pc Grilled Wings Combo,Add 5 Grilled Wings
9994959258,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
6163386764,Regular Buffalo Fries,10 pc Spicy Wings,20pc Spicy Feast Deal
5249892753,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
9022431604,20pc Spicy Feast Deal,Ranch Dip - Regular,Regular Buffalo Fries
5932543844,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
259381296,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
1503107562,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Large
7139989048,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
8760482431,10 pc Spicy Wings,Regular Buffalo Fries,10 pc Grilled Wings
611788846,Ranch Dip - Regular,Regular Buffalo Fries,2 pc Crispy Strips
6560374981,Regular Buffalo Fries,10 pc Spicy Wings,Ranch Dip - Large
1949558091,Regular Buffalo Fries,Ranch Dip - Regular,2 pc Crispy Strips
2831402892,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Grilled Wings Combo
47708277,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
5689640368,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
8578506629,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
9180642088,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
669155084,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
7624805553,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
4698972736,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
372297477,Regular Buffalo Fries,Ranch Dip - Large,10 pc Grilled Wings Combo
9425921603,Ranch Dip - Regular,20 pc Mixed Wings,Legendary Feast Bundle
6803182129,Ranch Dip - Regular,2 pc Crispy Strips,Chicken Sub Combo
8958634456,Ranch Dip - Regular,Regular Buffalo Fries,10 pc Spicy Wings
2613680475,Ranch Dip - Regular,Celery Sticks,10 pc Grilled Wings Combo
4203606663,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Grilled Wings Combo
7671508869,Ranch Dip - Regular,8 pc Grilled Wings Combo,2 pc Crispy Strips
4324279990,Ranch Dip - Regular,10 pc Spicy Wings,Large Buffalo Fries
2093937731,Ranch Dip - Regular,10 pc Grilled Wings,10 pc Grilled Wings Combo
9555328985,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
7370820866,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
4205875203,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
5419114091,Ranch Dip - Regular,20pc Spicy Feast Deal,Large Buffalo Fries
7180339239,Regular Buffalo Fries,10 pc Spicy Wings,10 pc Grilled Wings Combo
2700390696,20pc Spicy Feast Deal,Regular Buffalo Fries,10 pc Spicy Wings
8954123244,Regular Buffalo Fries,10 pc Grilled Wings,10 pc Grilled Wings Combo
7806033525,6 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
5332500654,Ranch Dip - Regular,20pc Spicy Feast Deal,20 pc Grilled Wings
1050383316,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
535287654,Ranch Dip - Regular,Large Buffalo Fries,20pc Spicy Feast Deal
9656080838,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
82294768,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
2881013776,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
5652209528,20pc Spicy Feast Deal,Ranch Dip - Regular,Large Buffalo Fries
4701348911,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
4419583236,Ranch Dip - Large,20pc Spicy Feast Deal,Large Buffalo Fries
1185621145,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
4252386472,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
4779394745,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
8950233928,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
6190027165,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
1159134518,Ranch Dip - Regular,Regular Buffalo Fries,20pc Spicy Feast Deal
2724009354,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
1654456049,8 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
5393176549,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
8217249975,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
259464238,8 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
2320507812,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
8419656995,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Grilled Wings
5052218810,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
3618787551,Regular Buffalo Fries,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
2364812863,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings
9071741090,10 pc Grilled Wings Combo,Regular Buffalo Fries,2 pc Crispy Strips
7149467494,10 pc Grilled Wings,10 pc Spicy Wings,10 pc Grilled Wings Combo
1701147152,Ranch Dip - Regular,10 pc Grilled Wings,Large Buffalo Fries
1823126471,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
5084980857,10 pc Spicy Wings,20pc Spicy Feast Deal,10 pc Grilled Wings Combo
1643867472,Ranch Dip - Large,10 pc Grilled Wings Combo,10 pc Grilled Wings
4156759277,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
7441080168,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
4187154551,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
2973744073,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
7273483976,Ranch Dip - Regular,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
5364917317,Regular Buffalo Fries,10 pc Spicy Wings,2 pc Crispy Strips
8043173859,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Grilled Wings
4737640060,Ranch Dip - Regular,2 pc Crispy Strips,10 pc Grilled Wings Combo
8858825974,Ranch Dip - Regular,Regular Buffalo Fries,30 pc Grilled Wings
4994545499,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
7689683783,10 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
3411198475,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
70604594,Regular Buffalo Fries,Blue Cheese Dip - Regular,10 pc Spicy Wings
1507034645,Ranch Dip - Regular,2 pc Crispy Strips,Fried Corn - Regular
7888834332,Ranch Dip - Regular,10 pc Grilled Wings Combo,2 pc Crispy Strips
8380919764,Ranch Dip - Regular,Large Buffalo Fries,10 pc Spicy Wings
6822445460,Ranch Dip - Regular,Regular Buffalo Fries,Fried Corn - Regular
3732411939,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
1923488668,10 pc Grilled Wings,10 pc Spicy Wings,20pc Spicy Feast Deal
618291691,Regular Buffalo Fries,10 pc Grilled Wings Combo,10 pc Spicy Wings
1092694676,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
9364692067,Ranch Dip - Regular,6 pc Grilled Wings Combo,10 pc Spicy Wings
5161768194,Ranch Dip - Large,10 pc Grilled Wings Combo,20pc Spicy Feast Deal
5908298048,Regular Buffalo Fries,10 pc Spicy Wings,10 pc Grilled Wings Combo
3370585795,10 pc Grilled Wings Combo,Regular Buffalo Fries,10 pc Grilled Wings
946319589,Ranch Dip - Regular,10 pc Grilled Wings Combo,Veggie Sticks Spicy
7411304720,Ranch Dip - Regular,20pc Spicy Feast Deal,2 pc Crispy Strips
4677390738,Ranch Dip - Regular,20pc Spicy Feast Deal,10 pc Spicy Wings
273860650,Ranch Dip - Regular,10 pc Grilled Wings Combo,10 pc Grilled Wings
7403751667,Ranch Dip - Regular,10 pc Spicy Wings,10 pc Grilled Wings
7319050711,Ranch Dip - Regular,20pc Spicy Feast Deal,Regular Buffalo Fries
5641766138,Regular Buffalo Fries,10 pc Grilled Wings,Ranch Dip - Large
9903102409,Ranch Dip - Regular,Fried Corn - Regular,15 pc Crispy Strips
3142443485,Ranch Dip - Regular,Regular Buffalo Fries,15 pc Crispy Strips
1880225523,Ranch Dip - Regular,20pc Spicy Feast Deal,Fried Corn - Regular
979822142,8 pc Grilled Wings Combo,2 pc Crispy Strips,Regular Buffalo Fries
